Marker	Graph	Xaxis	sort
BnaC06g10180D	C06	9248109	38207
Bo6rg037150.1	C06	9248109	38208
Bo6rg037160.1	C06	9257353	38209
Bo6rg037170.1	C06	9265061	38210
Bo6rg037180.1	C06	9266465	38211
Bo6rg037190.1	C06	9269991	38212
Bo6rg037200.1	C06	9276431	38213
Bo6rg037210.1	C06	9278354	38214
Bo6rg037220.1	C06	9287760	38215
Bo6rg037230.1	C06	9290499	38216
Bo6rg037240.1	C06	9302531	38217
Bo6rg037250.1	C06	9317458	38218
Bo6rg037260.1	C06	9325828	38219
Bo6rg037270.1	C06	9332018	38220
Bo6rg037280.1	C06	9339091	38221
Bo6rg038280.1	C06	9344072	38222
Bo6rg038290.1	C06	9347533	38223
Bo6rg038300.1	C06	9350998	38224
Bo6rg038310.1	C06	9360441	38225
Bo6rg038320.1	C06	9364744	38226
Bo6rg038330.1	C06	9378252	38227
Bo6rg038340.1	C06	9383797	38228
Bo6rg038350.1	C06	9393539	38229
Bo6rg038360.1	C06	9417594	38230
Bo6rg038370.1	C06	9419157	38231
Bo6rg038380.1	C06	9444630	38232
Bo6rg039380.1	C06	9486307	38233
Bo6rg039390.1	C06	9491202	38234
Bo6rg039400.1	C06	9499307	38235
BnaC06g09910D	C06	9515439	38236
BnaC06g09890D	C06	9518633	38237
Bo6rg039410.1	C06	9518633	38238
Bo6rg039420.1	C06	9520763	38239
Bo6rg039430.1	C06	9522038	38240
Bo6rg039440.1	C06	9531060	38241
Bo6rg039450.1	C06	9532761	38242
Bo6rg039460.1	C06	9536811	38243
Bo6rg039470.1	C06	9544263	38244
Bo6rg039480.1	C06	9545008	38245
Bo6rg039490.1	C06	9574615	38246
Bo6rg039500.1	C06	9580292	38247
Bo6rg039510.1	C06	9606756	38248
Bo6rg039520.1	C06	9610918	38249
Bo6rg039530.1	C06	9612808	38250
BnaC06g09850D	C06	9615190	38251
BnaC06g09840D	C06	9629840	38252
Bo6rg039540.1	C06	9629840	38253
Bo6rg039550.1	C06	9634066	38254
Bo6rg039560.1	C06	9642928	38255
Bo6rg039570.1	C06	9649776	38256
BnaC06g09790D	C06	9659823	38257
Bo6rg039580.1	C06	9659823	38258
Bo6rg039590.1	C06	9679093	38259
Bo6rg039600.1	C06	9680154	38260
Bo6rg039610.1	C06	9685249	38261
Bo6rg039620.1	C06	9686667	38262
Bo6rg039630.1	C06	9695336	38263
BnaC06g09740D	C06	9699154	38264
Bo6rg039640.1	C06	9701161	38265
Bo6rg039650.1	C06	9704232	38266
BnaC06g09710D	C06	9706402	38267
Bo6rg039660.1	C06	9712890	38268
Bo6rg039670.1	C06	9717724	38269
Bo6rg039680.1	C06	9730501	38270
Bo6rg039690.1	C06	9735254	38271
Bo6rg039700.1	C06	9770271	38272
Bo6rg039710.1	C06	9785307	38273
Bo6rg039720.1	C06	9803259	38274
Bo6rg039730.1	C06	9811734	38275
Bo6rg039740.1	C06	9821164	38276
Bo6rg039750.1	C06	9823174	38277
Bo6rg039760.1	C06	9825582	38278
BnaC06g09600D	C06	9826741	38279
Bo6rg039770.1	C06	9848685	38280
Bo6rg039780.1	C06	9850685	38281
Bo6rg039790.1	C06	9855333	38282
Bo6rg039800.1	C06	9857263	38283
Bo6rg039810.1	C06	9858328	38284
BnaC06g09530D	C06	9859020	38285
Bo6rg039820.1	C06	9860301	38286
Bo6rg039830.1	C06	9866923	38287
Bo6rg039840.1	C06	9873159	38288
Bo6rg039850.1	C06	9879192	38289
Bo6rg039860.1	C06	9882164	38290
Bo6rg039870.1	C06	9884327	38291
Bo6rg039880.1	C06	9898039	38292
Bo6rg039890.1	C06	9902240	38293
BnaC06g09490D	C06	9926626	38294
BnaC06g09470D	C06	9931023	38295
Bo6rg039900.1	C06	9931023	38296
Bo6rg039910.1	C06	9931468	38297
Bo6rg039920.1	C06	9932541	38298
Bo6rg039930.1	C06	9937255	38299
Bo6rg039940.1	C06	9947051	38300
BnaC06g09430D	C06	9949061	38301
BnaC06g09420D	C06	9949230	38302
Bo6rg039950.1	C06	9953987	38303
Bo6rg039960.1	C06	9956761	38304
Bo6rg039970.1	C06	9961443	38305
BnaC06g09400D	C06	9963996	38306
Bo6rg039980.1	C06	9964622	38307
Bo6rg039990.1	C06	9969645	38308
Bo6rg040000.1	C06	9988592	38309
Bo6rg040010.1	C06	10007162	38310
Bo6rg040020.1	C06	10016338	38311
BnaC06g09350D	C06	10028167	38312
Bo6rg040030.1	C06	10079674	38313
Bo6rg040040.1	C06	10088408	38314
BnaC06g09340D	C06	10107338	38315
Bo6rg040050.1	C06	10112286	38316
Bo6rg040060.1	C06	10126203	38317
Bo6rg040070.1	C06	10134587	38318
BnaC06g09260D	C06	10148169	38319
BnaC06g09270D	C06	10148169	38320
BnaC06g09280D	C06	10148169	38321
Bo6rg040080.1	C06	10148231	38322
Bo6rg040090.1	C06	10152151	38323
Bo6rg040100.1	C06	10155283	38324
Bo6rg040110.1	C06	10157840	38325
Bo6rg040120.1	C06	10161084	38326
Bo6rg041120.1	C06	10188735	38327
Bo6rg041130.1	C06	10193118	38328
Bo6rg041140.1	C06	10198139	38329
Bo6rg041150.1	C06	10199082	38330
Bo6rg041160.1	C06	10203418	38331
Bo6rg041170.1	C06	10206677	38332
Bo6rg041180.1	C06	10211266	38333
Bo6rg041190.1	C06	10221351	38334
Bo6rg041200.1	C06	10235373	38335
Bo6rg041210.1	C06	10251166	38336
Bo6rg041220.1	C06	10255334	38337
Bo6rg041230.1	C06	10263691	38338
Bo6rg041240.1	C06	10281841	38339
Bo6rg041250.1	C06	10291669	38340
Bo6rg041260.1	C06	10301901	38341
Bo6rg041270.1	C06	10307178	38342
Bo6rg041280.1	C06	10312600	38343
Bo6rg041290.1	C06	10317379	38344
Bo6rg041300.1	C06	10331238	38345
Bo6rg042300.1	C06	10377601	38346
Bo6rg042310.1	C06	10387191	38347
Bo6rg042320.1	C06	10389571	38348
Bo6rg042330.1	C06	10410440	38349
Bo6rg042340.1	C06	10448428	38350
Bo6rg042350.1	C06	10452570	38351
Bo6rg042360.1	C06	10462710	38352
Bo6rg042370.1	C06	10474513	38353
BnaC06g09060D	C06	10484100	38354
Bo6rg042380.1	C06	10484781	38355
Bo6rg042390.1	C06	10489498	38356
Bo6rg042400.1	C06	10491734	38357
Bo6rg042410.1	C06	10507895	38358
Bo6rg042420.1	C06	10514193	38359
Bo6rg042430.1	C06	10534216	38360
Bo6rg042440.1	C06	10543010	38361
Bo6rg042450.1	C06	10549285	38362
Bo6rg042460.1	C06	10554579	38363
Bo6rg042470.1	C06	10560005	38364
Bo6rg042480.1	C06	10563387	38365
Bo6rg042490.1	C06	10573473	38366
Bo6rg042500.1	C06	10575280	38367
Bo6rg042510.1	C06	10577860	38368
Bo6rg042520.1	C06	10607615	38369
Bo6rg042530.1	C06	10617418	38370
Bo6rg042540.1	C06	10621963	38371
Bo6rg042550.1	C06	10624221	38372
Bo6rg042560.1	C06	10639851	38373
Bo6rg042570.1	C06	10646382	38374
Bo6rg042580.1	C06	10650484	38375
Bo6rg042590.1	C06	10654092	38376
Bo6rg042600.1	C06	10663144	38377
Bo6rg042610.1	C06	10677736	38378
Bo6rg042620.1	C06	10681858	38379
BnaC06g08800D	C06	10682618	38380
BnaC06g08810D	C06	10682618	38381
BnaC06g08820D	C06	10682618	38382
BnaC06g08830D	C06	10682618	38383
Bo6rg042630.1	C06	10703774	38384
Bo6rg042640.1	C06	10722626	38385
Bo6rg042650.1	C06	10730290	38386
Bo6rg043650.1	C06	10742112	38387
BnaC06g08650D	C06	10743114	38388
Bo6rg043660.1	C06	10771551	38389
Bo6rg043670.1	C06	10825480	38390
Bo6rg043680.1	C06	10852698	38391
Bo6rg043690.1	C06	10859183	38392
Bo6rg043700.1	C06	10860925	38393
Bo6rg043710.1	C06	10882462	38394
Bo6rg043720.1	C06	10885788	38395
Bo6rg043730.1	C06	10931067	38396
Bo6rg043740.1	C06	10952415	38397
Bo6rg043750.1	C06	10997712	38398
BnaC06g08550D	C06	11021923	38399
Bo6rg043760.1	C06	11021923	38400
BnaC06g08530D	C06	11031131	38401
Bo6rg043770.1	C06	11031191	38402
Bo6rg043780.1	C06	11039768	38403
Bo6rg043790.1	C06	11042309	38404
BnaC06g08490D	C06	11125942	38405
Bo6rg043800.1	C06	11126078	38406
Bo6rg043810.1	C06	11175531	38407
Bo6rg043820.1	C06	11189688	38408
Bo6rg043830.1	C06	11193193	38409
Bo6rg043840.1	C06	11216106	38410
BnaC06g08480D	C06	11234967	38411
BnaC06g08470D	C06	11235399	38412
Bo6rg043850.1	C06	11237929	38413
Bo6rg043860.1	C06	11243896	38414
Bo6rg043870.1	C06	11306924	38415
BnaC06g08430D	C06	11327063	38416
Bo6rg043880.1	C06	11334587	38417
BnaC06g08420D	C06	11340861	38418
Bo6rg043890.1	C06	11343561	38419
Bo6rg043900.1	C06	11348510	38420
Bo6rg043910.1	C06	11364218	38421
Bo6rg043920.1	C06	11381996	38422
Bo6rg043930.1	C06	11384467	38423
Bo6rg043940.1	C06	11416132	38424
Bo6rg043950.1	C06	11468635	38425
Bo6rg043960.1	C06	11470856	38426
Bo6rg043970.1	C06	11478210	38427
Bo6rg043980.1	C06	11498472	38428
Bo6rg043990.1	C06	11515537	38429
Bo6rg044000.1	C06	11528775	38430
Bo6rg044010.1	C06	11583691	38431
Bo6rg044020.1	C06	11605843	38432
Bo6rg044030.1	C06	11639022	38433
Bo6rg044040.1	C06	11640630	38434
Bo6rg044050.1	C06	11642656	38435
BnaC06g08350D	C06	11643353	38436
Bo6rg044060.1	C06	11645777	38437
BnaC06g08340D	C06	11662186	38438
Bo6rg044070.1	C06	11676911	38439
Bo6rg044080.1	C06	11679198	38440
Bo6rg044090.1	C06	11704006	38441
Bo6rg044100.1	C06	11747838	38442
Bo6rg044110.1	C06	11752267	38443
Bo6rg044120.1	C06	11762761	38444
Bo6rg044130.1	C06	11785263	38445
Bo6rg044140.1	C06	11787664	38446
Bo6rg044150.1	C06	11792269	38447
Bo6rg044160.1	C06	11794195	38448
Bo6rg044170.1	C06	11822308	38449
BnaC06g08230D	C06	11827943	38450
Bo6rg044180.1	C06	11829423	38451
Bo6rg044190.1	C06	11833282	38452
Bo6rg044200.1	C06	11842687	38453
Bo6rg044210.1	C06	11849275	38454
BnaC06g08170D	C06	11850855	38455
Bo6rg044220.1	C06	11865146	38456
Bo6rg044230.1	C06	11874925	38457
Bo6rg044240.1	C06	11878870	38458
Bo6rg044250.1	C06	11888195	38459
Bo6rg044260.1	C06	11892006	38460
Bo6rg044270.1	C06	11902989	38461
Bo6rg044280.1	C06	11935102	38462
Bo6rg044290.1	C06	11937323	38463
Bo6rg044300.1	C06	11964218	38464
Bo6rg044310.1	C06	11971932	38465
Bo6rg044320.1	C06	11988868	38466
Bo6rg044330.1	C06	11994174	38467
Bo6rg044340.1	C06	12015393	38468
Bo6rg044350.1	C06	12038486	38469
Bo6rg044360.1	C06	12041756	38470
Bo6rg044370.1	C06	12054464	38471
Bo6rg044380.1	C06	12068535	38472
Bo6rg044390.1	C06	12075050	38473
BnaC06g08080D	C06	12076190	38474
Bo6rg044400.1	C06	12079016	38475
Bo6rg044410.1	C06	12093195	38476
Bo6rg045410.1	C06	12140842	38477
Bo6rg045420.1	C06	12146455	38478
Bo6rg045430.1	C06	12150085	38479
Bo6rg045440.1	C06	12200171	38480
Bo6rg045450.1	C06	12212071	38481
Bo6rg045460.1	C06	12216286	38482
Bo6rg046460.1	C06	12221363	38483
Bo6rg046470.1	C06	12224645	38484
Bo6rg046480.1	C06	12232942	38485
Bo6rg046490.1	C06	12237596	38486
Bo6rg046500.1	C06	12287640	38487
Bo6rg046510.1	C06	12293149	38488
Bo6rg046520.1	C06	12314333	38489
Bo6rg046530.1	C06	12320411	38490
Bo6rg046540.1	C06	12323269	38491
Bo6rg046550.1	C06	12332764	38492
Bo6rg046560.1	C06	12356290	38493
Bo6rg046570.1	C06	12363635	38494
Bo6rg046580.1	C06	12365033	38495
Bo6rg046590.1	C06	12386221	38496
Bo6rg046600.1	C06	12390970	38497
Bo6rg046610.1	C06	12433054	38498
Bo6rg046620.1	C06	12462168	38499
Bo6rg046630.1	C06	12471898	38500
Bo6rg046640.1	C06	12473565	38501
Bo6rg046650.1	C06	12485256	38502
Bo6rg046660.1	C06	12488225	38503
Bo6rg046670.1	C06	12501570	38504
BnaC06g07850D	C06	12504039	38505
Bo6rg046680.1	C06	12508056	38506
Bo6rg046690.1	C06	12519050	38507
Bo6rg046700.1	C06	12531550	38508
Bo6rg046710.1	C06	12561625	38509
Bo6rg046720.1	C06	12563465	38510
Bo6rg046730.1	C06	12568746	38511
Bo6rg046740.1	C06	12589101	38512
Bo6rg046750.1	C06	12598317	38513
Bo6rg046760.1	C06	12602725	38514
BnaC06g07760D	C06	12603965	38515
BnaC06g07770D	C06	12603965	38516
Bo6rg046770.1	C06	12608567	38517
Bo6rg046780.1	C06	12632795	38518
Bo6rg046790.1	C06	12634390	38519
Bo6rg046800.1	C06	12652693	38520
Bo6rg046810.1	C06	12658004	38521
Bo6rg046820.1	C06	12660936	38522
Bo6rg046830.1	C06	12665555	38523
Bo6rg046840.1	C06	12672904	38524
Bo6rg046850.1	C06	12683201	38525
Bo6rg046860.1	C06	12710653	38526
Bo6rg046870.1	C06	12718865	38527
Bo6rg047870.1	C06	12781286	38528
Bo6rg047880.1	C06	12788220	38529
Bo6rg047890.1	C06	12844745	38530
Bo6rg047900.1	C06	12849966	38531
BnaC06g07660D	C06	12854041	38532
BnaC06g07670D	C06	12854041	38533
Bo6rg047910.1	C06	12873216	38534
Bo6rg047920.1	C06	12877216	38535
Bo6rg047930.1	C06	12906592	38536
Bo6rg047940.1	C06	12908433	38537
BnaC06g07590D	C06	12910981	38538
BnaC06g07600D	C06	12910981	38539
BnaC06g07610D	C06	12910981	38540
Bo6rg047950.1	C06	12911459	38541
Bo6rg047960.1	C06	12921373	38542
Bo6rg047970.1	C06	12962554	38543
Bo6rg047980.1	C06	12967583	38544
Bo6rg047990.1	C06	13000608	38545
Bo6rg048000.1	C06	13017313	38546
Bo6rg048010.1	C06	13019747	38547
Bo6rg048020.1	C06	13035256	38548
Bo6rg048030.1	C06	13037154	38549
Bo6rg048040.1	C06	13062613	38550
Bo6rg048050.1	C06	13063682	38551
Bo6rg048060.1	C06	13065627	38552
Bo6rg048070.1	C06	13070570	38553
BnaC06g21320D	C06	13070894	38554
Bo6rg048080.1	C06	13086912	38555
Bo6rg048090.1	C06	13096902	38556
BnaC06g21350D	C06	13097271	38557
Bo6rg048100.1	C06	13108011	38558
Bo6rg048110.1	C06	13109463	38559
Bo6rg048120.1	C06	13119507	38560
BnaC06g21370D	C06	13135035	38561
Bo6rg048130.1	C06	13136490	38562
Bo6rg048140.1	C06	13147614	38563
Bo6rg048150.1	C06	13149325	38564
Bo6rg048160.1	C06	13150269	38565
Bo6rg048170.1	C06	13154231	38566
BnaC06g21390D	C06	13162272	38567
Bo6rg048180.1	C06	13173222	38568
BnaC06g21420D	C06	13175895	38569
BnaC06g21430D	C06	13175895	38570
BnaC06g21440D	C06	13175895	38571
BnaC06g21450D	C06	13175895	38572
BnaC06g21460D	C06	13175895	38573
Bo6rg048190.1	C06	13175895	38574
Bo6rg048200.1	C06	13180863	38575
Bo6rg048210.1	C06	13186978	38576
Bo6rg048220.1	C06	13200220	38577
Bo6rg048230.1	C06	13207869	38578
Bo6rg048240.1	C06	13229920	38579
Bo6rg048250.1	C06	13235379	38580
Bo6rg049250.1	C06	13260799	38581
Bo6rg049260.1	C06	13262156	38582
Bo6rg049270.1	C06	13263092	38583
BnaC06g21470D	C06	13274531	38584
Bo6rg049280.1	C06	13277915	38585
Bo6rg049290.1	C06	13287159	38586
BnaC06g21490D	C06	13288961	38587
Bo6rg049300.1	C06	13299797	38588
Bo6rg049310.1	C06	13333514	38589
Bo6rg049320.1	C06	13338430	38590
Bo6rg049330.1	C06	13342918	38591
Bo6rg049340.1	C06	13350335	38592
Bo6rg049350.1	C06	13359273	38593
Bo6rg049360.1	C06	13361591	38594
Bo6rg049370.1	C06	13382536	38595
Bo6rg049380.1	C06	13402093	38596
Bo6rg049390.1	C06	13441958	38597
Bo6rg049400.1	C06	13445637	38598
BnaC06g21520D	C06	13452086	38599
Bo6rg049410.1	C06	13462285	38600
Bo6rg049420.1	C06	13463768	38601
Bo6rg049430.1	C06	13480913	38602
Bo6rg049440.1	C06	13484355	38603
Bo6rg049450.1	C06	13493737	38604
Bo6rg049460.1	C06	13500727	38605
Bo6rg049470.1	C06	13526676	38606
Bo6rg049480.1	C06	13527309	38607
Bo6rg049490.1	C06	13531163	38608
Bo6rg049500.1	C06	13538883	38609
Bo6rg049510.1	C06	13555279	38610
Bo6rg049520.1	C06	13557442	38611
BnaC06g08710D	C06	13558859	38612
Bo6rg049530.1	C06	13573806	38613
Bo6rg049540.1	C06	13583200	38614
Bo6rg049550.1	C06	13614383	38615
Bo6rg049560.1	C06	13623118	38616
Bo6rg049570.1	C06	13627047	38617
BnaC06g08750D	C06	13657291	38618
Bo6rg049580.1	C06	13657291	38619
BnaC06g08770D	C06	13665210	38620
BnaC06g08780D	C06	13666798	38621
BnaC06g10230D	C06	13676447	38622
BnaC06g10240D	C06	13676447	38623
Bo6rg049590.1	C06	13676883	38624
Bo6rg049600.1	C06	13679710	38625
Bo6rg050600.1	C06	13701425	38626
Bo6rg050610.1	C06	13704029	38627
Bo6rg050620.1	C06	13711479	38628
BnaC06g10310D	C06	13714816	38629
Bo6rg050630.1	C06	13715287	38630
Bo6rg050640.1	C06	13720813	38631
Bo6rg050650.1	C06	13734032	38632
Bo6rg050660.1	C06	13737188	38633
Bo6rg050670.1	C06	13742890	38634
Bo6rg050680.1	C06	13762875	38635
Bo6rg050690.1	C06	13768925	38636
Bo6rg050700.1	C06	13772701	38637
Bo6rg050710.1	C06	13775114	38638
Bo6rg050720.1	C06	13780811	38639
Bo6rg050730.1	C06	13804996	38640
Bo6rg050740.1	C06	13823602	38641
Bo6rg050750.1	C06	13833615	38642
Bo6rg050760.1	C06	13836849	38643
Bo6rg050770.1	C06	13850973	38644
Bo6rg050780.1	C06	13853563	38645
Bo6rg050790.1	C06	13875401	38646
Bo6rg050800.1	C06	13890781	38647
Bo6rg050810.1	C06	13896206	38648
Bo6rg050820.1	C06	13930759	38649
Bo6rg050830.1	C06	13932026	38650
Bo6rg050840.1	C06	13934945	38651
Bo6rg050850.1	C06	13937630	38652
Bo6rg050860.1	C06	13946556	38653
BnaC06g10460D	C06	13956404	38654
BnaC06g10470D	C06	13956569	38655
Bo6rg050870.1	C06	13973063	38656
Bo6rg050880.1	C06	13974602	38657
Bo6rg050890.1	C06	13975682	38658
Bo6rg050900.1	C06	13979820	38659
Bo6rg050910.1	C06	13983366	38660
Bo6rg050920.1	C06	13985533	38661
BnaC06g10540D	C06	13986977	38662
BnaC06g10550D	C06	13986977	38663
Bo6rg050930.1	C06	13998542	38664
Bo6rg050940.1	C06	14001704	38665
Bo6rg050950.1	C06	14015425	38666
Bo6rg050960.1	C06	14022324	38667
Bo6rg050970.1	C06	14027497	38668
Bo6rg050980.1	C06	14033683	38669
Bo6rg050990.1	C06	14038648	38670
Bo6rg051000.1	C06	14044054	38671
Bo6rg051010.1	C06	14045524	38672
Bo6rg051020.1	C06	14052186	38673
BnaC06g10630D	C06	14054175	38674
BnaC06g10640D	C06	14062259	38675
BnaC06g10660D	C06	14068326	38676
Bo6rg051030.1	C06	14068742	38677
Bo6rg051040.1	C06	14070675	38678
Bo6rg051050.1	C06	14076749	38679
Bo6rg051060.1	C06	14087531	38680
Bo6rg051070.1	C06	14102048	38681
Bo6rg051080.1	C06	14106146	38682
Bo6rg051090.1	C06	14110380	38683
Bo6rg051100.1	C06	14114484	38684
Bo6rg051110.1	C06	14122243	38685
Bo6rg051120.1	C06	14135292	38686
Bo6rg051130.1	C06	14139962	38687
BnaC06g10770D	C06	14165727	38688
Bo6rg051140.1	C06	14168689	38689
Bo6rg051150.1	C06	14170741	38690
Bo6rg051160.1	C06	14173938	38691
Bo6rg051170.1	C06	14174960	38692
BnaC06g10800D	C06	14176612	38693
Bo6rg051180.1	C06	14186216	38694
Bo6rg051190.1	C06	14189690	38695
Bo6rg051200.1	C06	14203709	38696
BnaC06g10830D	C06	14206306	38697
Bo6rg051210.1	C06	14208396	38698
Bo6rg051220.1	C06	14210810	38699
Bo6rg051230.1	C06	14212446	38700
Bo6rg051240.1	C06	14215481	38701
Bo6rg051250.1	C06	14220382	38702
Bo6rg051260.1	C06	14230620	38703
Bo6rg051270.1	C06	14236651	38704
Bo6rg051280.1	C06	14253230	38705
Bo6rg051290.1	C06	14257949	38706
Bo6rg051300.1	C06	14261084	38707
Bo6rg051310.1	C06	14263929	38708
Bo6rg051320.1	C06	14267622	38709
Bo6rg051330.1	C06	14282372	38710
Bo6rg051340.1	C06	14286260	38711
Bo6rg051350.1	C06	14288247	38712
Bo6rg051360.1	C06	14292708	38713
BnaC06g10980D	C06	14301195	38714
BnaC06g10990D	C06	14308917	38715
Bo6rg051370.1	C06	14309300	38716
Bo6rg051380.1	C06	14311788	38717
Bo6rg051390.1	C06	14348953	38718
BnaC06g11030D	C06	14363639	38719
Bo6rg051400.1	C06	14375584	38720
Bo6rg051410.1	C06	14376803	38721
Bo6rg051420.1	C06	14380803	38722
Bo6rg051430.1	C06	14393621	38723
Bo6rg051440.1	C06	14400176	38724
Bo6rg051450.1	C06	14403164	38725
Bo6rg051460.1	C06	14404733	38726
BnaC06g11100D	C06	14411957	38727
Bo6rg051470.1	C06	14417261	38728
Bo6rg051480.1	C06	14431210	38729
Bo6rg051490.1	C06	14436748	38730
Bo6rg051500.1	C06	14439580	38731
Bo6rg051510.1	C06	14441521	38732
Bo6rg051520.1	C06	14442663	38733
Bo6rg051530.1	C06	14445242	38734
Bo6rg051540.1	C06	14446759	38735
BnaC06g11180D	C06	14456065	38736
Bo6rg051550.1	C06	14456168	38737
Bo6rg052550.1	C06	14457248	38738
Bo6rg052560.1	C06	14461872	38739
BnaC06g11200D	C06	14464675	38740
Bo6rg052570.1	C06	14464741	38741
Bo6rg052580.1	C06	14471147	38742
Bo6rg052590.1	C06	14478609	38743
Bo6rg052600.1	C06	14483368	38744
Bo6rg052610.1	C06	14493243	38745
Bo6rg052620.1	C06	14496257	38746
Bo6rg052630.1	C06	14499862	38747
Bo6rg052640.1	C06	14504106	38748
BnaC06g11290D	C06	14504226	38749
BnaC06g11300D	C06	14504226	38750
BnaC06g11310D	C06	14504226	38751
Bo6rg053640.1	C06	14526247	38752
Bo6rg053650.1	C06	14538148	38753
Bo6rg053660.1	C06	14541582	38754
BnaC06g11350D	C06	14547927	38755
Bo6rg053670.1	C06	14554483	38756
Bo6rg053680.1	C06	14559029	38757
BnaC06g11390D	C06	14562407	38758
Bo6rg053690.1	C06	14562407	38759
Bo6rg053700.1	C06	14563472	38760
Bo6rg054700.1	C06	14581262	38761
Bo6rg054710.1	C06	14586216	38762
Bo6rg054720.1	C06	14587173	38763
Bo6rg054730.1	C06	14594789	38764
Bo6rg054740.1	C06	14596420	38765
Bo6rg054750.1	C06	14600828	38766
Bo6rg054760.1	C06	14606492	38767
BnaC06g11480D	C06	14609651	38768
Bo6rg054770.1	C06	14610496	38769
Bo6rg054780.1	C06	14615735	38770
Bo6rg054790.1	C06	14619129	38771
Bo6rg054800.1	C06	14622584	38772
Bo6rg054810.1	C06	14636137	38773
Bo6rg054820.1	C06	14646413	38774
Bo6rg054830.1	C06	14667169	38775
Bo6rg055830.1	C06	14673702	38776
BnaC06g11540D	C06	14705277	38777
BnaC06g11550D	C06	14725403	38778
Bo6rg055840.1	C06	14727689	38779
Bo6rg055850.1	C06	14730051	38780
Bo6rg055860.1	C06	14733461	38781
BnaC06g11590D	C06	14733745	38782
BnaC06g11600D	C06	14749497	38783
Bo6rg055870.1	C06	14750628	38784
Bo6rg055880.1	C06	14754498	38785
Bo6rg055890.1	C06	14763320	38786
Bo6rg055900.1	C06	14766956	38787
Bo6rg055910.1	C06	14778067	38788
Bo6rg055920.1	C06	14788952	38789
Bo6rg055930.1	C06	14800183	38790
Bo6rg055940.1	C06	14801858	38791
Bo6rg055950.1	C06	14803523	38792
Bo6rg055960.1	C06	14806480	38793
Bo6rg055970.1	C06	14818394	38794
Bo6rg055980.1	C06	14837635	38795
Bo6rg055990.1	C06	14856357	38796
Bo6rg056000.1	C06	14860526	38797
BnaC06g11690D	C06	14864770	38798
Bo6rg056010.1	C06	14871810	38799
Bo6rg056020.1	C06	14872567	38800
Bo6rg056030.1	C06	14880941	38801
BnaC06g11710D	C06	14883494	38802
BnaC06g11720D	C06	14883494	38803
BnaC06g11730D	C06	14883494	38804
BnaC06g11740D	C06	14883494	38805
Bo6rg056040.1	C06	14892952	38806
Bo6rg056050.1	C06	14894938	38807
Bo6rg056060.1	C06	14906514	38808
Bo6rg056070.1	C06	14912838	38809
Bo6rg056080.1	C06	14917544	38810
Bo6rg056090.1	C06	14919925	38811
Bo6rg056100.1	C06	14921657	38812
Bo6rg056110.1	C06	14936553	38813
Bo6rg056120.1	C06	14940401	38814
Bo6rg056130.1	C06	14949359	38815
Bo6rg056140.1	C06	14961984	38816
Bo6rg056150.1	C06	14966881	38817
BnaC06g11760D	C06	14989050	38818
BnaC06g11770D	C06	14989050	38819
Bo6rg056160.1	C06	14989145	38820
Bo6rg056170.1	C06	14999630	38821
BnaC06g11780D	C06	15010373	38822
Bo6rg056180.1	C06	15013131	38823
Bo6rg056190.1	C06	15031488	38824
Bo6rg056200.1	C06	15037924	38825
Bo6rg056210.1	C06	15064596	38826
Bo6rg056220.1	C06	15079204	38827
Bo6rg056230.1	C06	15103067	38828
Bo6rg056240.1	C06	15113102	38829
Bo6rg056250.1	C06	15134982	38830
Bo6rg056260.1	C06	15148745	38831
Bo6rg056270.1	C06	15159988	38832
Bo6rg056280.1	C06	15175873	38833
Bo6rg056290.1	C06	15185523	38834
Bo6rg056300.1	C06	15213890	38835
Bo6rg056310.1	C06	15216913	38836
Bo6rg056320.1	C06	15225883	38837
Bo6rg056330.1	C06	15239005	38838
Bo6rg056340.1	C06	15253324	38839
Bo6rg056350.1	C06	15261257	38840
Bo6rg056360.1	C06	15273660	38841
BnaC06g11950D	C06	15293890	38842
BnaC06g11960D	C06	15293890	38843
BnaC06g11970D	C06	15293890	38844
BnaC06g11980D	C06	15295219	38845
BnaC06g11990D	C06	15295219	38846
Bo6rg056370.1	C06	15303061	38847
BnaC06g12000D	C06	15322241	38848
Bo6rg056380.1	C06	15341550	38849
Bo6rg056390.1	C06	15344712	38850
Bo6rg056400.1	C06	15348834	38851
Bo6rg056410.1	C06	15371174	38852
BnaC06g12030D	C06	15373205	38853
Bo6rg056420.1	C06	15395937	38854
Bo6rg056430.1	C06	15398432	38855
Bo6rg056440.1	C06	15399503	38856
Bo6rg056450.1	C06	15403041	38857
Bo6rg056460.1	C06	15408536	38858
Bo6rg056470.1	C06	15422684	38859
Bo6rg056480.1	C06	15454230	38860
Bo6rg056490.1	C06	15471081	38861
Bo6rg056500.1	C06	15474532	38862
Bo6rg056510.1	C06	15488614	38863
Bo6rg056520.1	C06	15492567	38864
Bo6rg057520.1	C06	15509445	38865
BnaC06g12050D	C06	15524312	38866
BnaC06g12060D	C06	15524312	38867
Bo6rg057530.1	C06	15525718	38868
Bo6rg057540.1	C06	15533680	38869
Bo6rg057550.1	C06	15536624	38870
Bo6rg057560.1	C06	15559992	38871
BnaC06g12080D	C06	15561191	38872
BnaC06g12090D	C06	15561191	38873
Bo6rg057570.1	C06	15563976	38874
Bo6rg057580.1	C06	15564696	38875
Bo6rg057590.1	C06	15567953	38876
Bo6rg057600.1	C06	15589135	38877
